# RDB data retrieved from Oracle.
#
# $Log$
# tsql nwisor -rdb 'select * from gw_cons_01  order by site_no' |# 02/19/2019 21:01:02, llorzol
#
agency_cd	site_no	cons_seq_nu	cons_dt	special_treat_cd	cons_contractor_nm	cons_src_cd	seal_depth_va	seal_cd	cons_meth_cd	dev_meth_cd	dev_du	finish_cd	cons_web_cd	cons_cn	cons_cr	cons_mn	cons_md
5s	15s	9n	8s	1s	12s	1s	4s	1s	1s	1s	3s	1s	1s	8s	25d	8s	25d
USGS	420743121483401	1	19900331		STOREY, D.	D	  20	G	A			X	Y	tiffany	03-AUG-2001 17:20:54	tiffany	03-AUG-2001 17:20:54
USGS	420744122364201	1	19770408		CRATER DRLG	D	  19	G	A	J	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420744122364202	1	19770408		CRATER DRLG	D	  19	G	A	J	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420745121472601	1	19820607		SEVEY	D	  73	G	A			X	Y	tiffany	27-SEP-2000 16:38:04	tiffany	27-SEP-2000 16:38:04
USGS	420745122361001	1	19790731		CRATER DRLG	D	  20	G	A	J	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420745122361001	2	19790731		CRATER DRLG	D			A	J	  1		Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420747121484301	1	19810820		STOREY	D	  19	G	A			X	Y	tiffany	27-SEP-2000 16:38:03	tiffany	27-SEP-2000 16:38:03
USGS	420750121450512	1	19600318		C E HARTLEY	D	 400	G	C			X	Y	nwis	04-NOV-1998 00:00:00	nwis	27-AUG-1998 00:00:00
USGS	420752122360601	1	19721102		CRATER DRLG	D	  19	B	A	J	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420753121490401	1	19710723		SEVEY	D	  42	B	C			X	Y	tiffany	26-SEP-2000 18:12:59	tiffany	26-SEP-2000 18:12:59
USGS	420754120302701	1	19490623		XXXXXXX	D		Z	Z			Z	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	420754121545901	1	19840305		CHANCELLOR	D	  19	G	A			X	Y	tiffany	26-SEP-2000 18:12:56	tiffany	26-SEP-2000 18:12:56
USGS	420755123380401	1	1953			S			C			O	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420756123315901	1	19700609		PAQUIN	D	  20	G	A	P	  1	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420758121490301	1	19941117		D.M. STOREY	D	  18	B	A			X	Y	tiffany	26-SEP-2000 18:12:59	tiffany	26-SEP-2000 18:12:59
USGS	420759121545101	1	19910807		STOREY, D.M.	D	  43	G	A			X	Y	tiffany	07-SEP-2000 14:04:48	tiffany	07-SEP-2000 14:04:48
USGS	420800122375501	1	19650424		ROBERTSON	D	  30	G	A	A	  4	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420801121461901	1	19990407		HUGHES, S.	D	  38	G	A			X	Y	tiffany	03-AUG-2001 17:20:56	tiffany	03-AUG-2001 17:20:56
USGS	420801121552201	1	19800202		POWELL, D.M.	D	  50	G	C			F	Y	tiffany	26-SEP-2000 18:12:55	tiffany	26-SEP-2000 18:12:55
USGS	420802120193001	1	19881228		CONNER DRLG	D	  40	G	R	P	19	F	Y	nwis	04-NOV-1998 00:00:00	nwis	08-MAY-1992 00:00:00
USGS	420804123325101	1	19750430		PAQUIN	D	  25	G	A		  1	O	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420809123375401	1	19711117		COLEMAN,J	D	  28	G	A	C	  1	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420810121414801	1	19780720		SEVEY, N.	D	  40	G	H			X	Y	tiffany	29-SEP-2000 14:36:46	tiffany	29-SEP-2000 14:36:46
USGS	420810123394003	1	19730427		MCCLANAHAN	D	  30	G	A	C	  1	O	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420811121154701	1	19850107		SEVEY, NORM	D	  73	G	A			X	Y	tiffany	18-FEB-2003 21:20:28	tiffany	18-FEB-2003 21:20:28
USGS	420812121144901	1	19911114		CHANCELLOR	D	 149	G	A			X	Y	tiffany	18-FEB-2003 21:20:22	tiffany	18-FEB-2003 21:20:22
USGS	420812121151001	1	19911114		CHANCELLOR	D	 129	G	A			X	Y	tiffany	18-FEB-2003 21:20:24	tiffany	18-FEB-2003 21:20:24
USGS	420813123393702	1	19700512		PAQUIN	D	  40	G	A			O	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420814121155901	1	19901115		SEVEY, NORM	D	  20	G	A			X	Y	tiffany	18-FEB-2003 20:44:17	tiffany	18-FEB-2003 20:44:17
USGS	420814121540401	1	19831004		HILL, C.E.	D	  45	G	C			X	Y	tiffany	26-SEP-2000 18:12:57	tiffany	26-SEP-2000 18:12:57
USGS	420815122002301	1	19900629		SEVEY, N.	D	  30	G	A			X	Y	tiffany	07-SEP-2000 14:04:50	tiffany	07-SEP-2000 14:04:50
USGS	420815123404801	1	19781017		CLOUSER,L	D	  18	G	A	S	  1	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420816121292401	1	19910328		SEVEY, NORM	D	  59	G	A			X	Y	tiffany	04-MAR-2003 15:55:27	tiffany	04-MAR-2003 15:55:27
USGS	420817121404101	1	1952		SHATTUCK	O							Y	tiffany	28-SEP-2000 19:40:37	tiffany	28-SEP-2000 19:40:37
USGS	420817121533001	1	19951117		DESPAIN, L	D	  50	G	C			X	Y	tiffany	26-SEP-2000 18:12:58	tiffany	26-SEP-2000 18:12:58
USGS	420818123393901	1	19720630		PAQUIN,K	D	  31	G	A	B	  1	O	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420819122010301	1	19880811		SEVEY, N.	D	  98	G	A			X	Y	tiffany	07-SEP-2000 14:04:50	tiffany	07-SEP-2000 14:04:50
USGS	420820121191601	1	19810811		STOREY, E.	D		N	A			X	Y	tiffany	18-FEB-2003 17:00:44	tiffany	18-FEB-2003 17:00:44
USGS	420821120304201	1	19840607		ALBERTSON,J.	O	  92	G	C	P		X	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	420821121393901	1	19770321		STOREY, E.E.	D	  40	G	A			X	Y	tiffany	29-SEP-2000 14:36:47	tiffany	29-SEP-2000 14:36:47
USGS	420821122341501	1	19730917		ROTARY DRLG	D	  20	G	A	J	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420823121562201	1	19981026		CHANCELLOR	D	  19	B	A			P	Y	tiffany	07-SEP-2000 14:04:52	tiffany	07-SEP-2000 14:04:52
USGS	420824121571301	1	19750731		CHITWOOD, C.	D	  19	G	A			X	Y	tiffany	07-SEP-2000 14:04:51	tiffany	07-SEP-2000 14:04:51
USGS	420825121290901	1	19971204		HUGHES, S.	D	  24	B	A			X	Y	tiffany	04-MAR-2003 15:55:28	tiffany	04-MAR-2003 15:55:28
USGS	420825123040401	1	19870627		BURLINGTON	D	  30	G	A			X	Y	nwis	04-NOV-1998 00:00:00	tiffany	19-DEC-2002 22:04:44
USGS	420826121165301	1	19920925		SEVEY, NORM	D	  98	B	A			X	Y	tiffany	18-FEB-2003 20:44:08	tiffany	18-FEB-2003 20:44:08
USGS	420826121170701	1	19921022		HUGHES	D	 178	G	A			X	Y	tiffany	18-FEB-2003 20:44:05	tiffany	18-FEB-2003 20:44:05
USGS	420828121322701	1	20100615		BUCKNER, R.	D	  37	G	A			X	Y	tiffany	10-MAY-2011 14:58:01	tiffany	10-MAY-2011 14:58:01
USGS	420828121395701	1	19610227		HILTON	D	  45	G	C			X	Y	tiffany	26-APR-2001 15:14:45	tiffany	26-APR-2001 15:14:45
USGS	420828122370001	1	1934			S			C				Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420829121572901	1	19791003		CORDONIER, J	D	  20	G	A			X	Y	tiffany	07-SEP-2000 14:04:47	tiffany	07-SEP-2000 14:04:47
USGS	420829121573201	1	19800429		CORDONIER, J	D	  20	G	A			X	Y	tiffany	07-SEP-2000 14:04:46	tiffany	07-SEP-2000 14:04:46
USGS	420832121470101	1	20020827		FRY, A.L.	D	  34	B	C			X	Y	tiffany	10-MAR-2004 13:23:59	tiffany	10-MAR-2004 13:23:59
USGS	420832121555001	1	19700504		CHITWOOD, P.	D		B	A			X	Y	tiffany	07-SEP-2000 14:04:48	tiffany	07-SEP-2000 14:04:48
USGS	420833123035901	1	1961			S			D				Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420835121331001	1	19950718		DESPAIN, L.	D	  34	G	A			X	Y	tiffany	04-MAR-2003 15:55:24	tiffany	04-MAR-2003 15:55:24
USGS	420837121542201	1	19680520		POWELL, D.M.	D	  20	B	C			X	Y	tiffany	25-SEP-2000 21:03:08	tiffany	25-SEP-2000 21:03:08
USGS	420838121171001	1	19920520		SEVEY, NORM	D	 199	G	A			X	Y	tiffany	18-FEB-2003 20:44:10	tiffany	18-FEB-2003 20:44:10
USGS	420838121403501	1	19771208		SEVEY, N.	D	  26	B	C			X	Y	tiffany	28-SEP-2000 19:40:35	tiffany	28-SEP-2000 19:40:35
USGS	420838122380101	1	19660608		V. GRIBBLE	D	  21	B	A			X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420839121530901	1	19770504		SEVEY, N	D	  22	G	A			X	Y	tiffany	25-SEP-2000 21:03:08	tiffany	25-SEP-2000 21:03:08
USGS	420840121194901	1	19780420		WILSON, W	D	  20	G	A			X	Y	tiffany	18-FEB-2003 17:00:40	tiffany	18-FEB-2003 17:00:40
USGS	420840121414801	1	19780428		SEVEY, N.	D	  20	G	A			X	Y	tiffany	28-SEP-2000 19:40:37	tiffany	28-SEP-2000 19:40:37
USGS	420840121540301	1	19660616		POWELL, D.M.	D	  22	G	C			X	Y	tiffany	26-SEP-2000 18:12:53	tiffany	26-SEP-2000 18:12:53
USGS	420841121403801	1	19870717		SEVEY, N.	D	 280	G	A			X	Y	tiffany	28-SEP-2000 19:40:34	tiffany	28-SEP-2000 19:40:34
USGS	420841121522901	1	20020605		HUGHES, S.R.	D	  39	B	A			X	Y	tiffany	08-MAR-2004 18:50:20	tiffany	08-MAR-2004 18:50:20
USGS	420843120312101	1	19681109		VAN METER	D	  19	G	C	P	2.0	X	Y	nwis	04-NOV-1998 00:00:00	nwis	08-MAY-1992 00:00:00
USGS	420843121430201	1	19980309		PINKARD, J.	D	  37	B	A			X	Y	tiffany	03-AUG-2001 17:20:52	tiffany	03-AUG-2001 17:20:52
USGS	420844120271601	1	19500101		CARL WILLIAM								Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420844120315301	1	19691018		VAN METER,J.	D	  30	G	C	P	7.0	X	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	420844121150801	1	19540101										Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420846121560201	1	19840622		SEVEY, N.	D	  46	G	A			X	Y	tiffany	06-SEP-2000 19:11:37	tiffany	06-SEP-2000 19:11:37
USGS	420847120301501	1	19801217		ENLOE DRGL	D	  20	G	A	C	39.	F	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	420847121564101	1	19800119		SEVEY, N.	D	  38	G	A			X	Y	tiffany	06-SEP-2000 19:11:35	tiffany	06-SEP-2000 19:11:35
USGS	420853121560701	1	19770411		SEVEY, N.	D	  23	B	A			X	Y	tiffany	06-SEP-2000 19:11:36	tiffany	06-SEP-2000 19:11:36
USGS	420854120295401	1	19730705		SEVEY DRLG	D	  43	G	C	B	1.5	X	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	420854120295401	2	19770518		SEVEY DRLG	D	  43	G	C	B	1.5	X	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	420856121452201	1	20020810		FRY, A.L.	D	  18	B	A			X	Y	tiffany	08-MAR-2004 20:22:16	tiffany	08-MAR-2004 20:22:16
USGS	420857121150801	1	19920813		CHANCELLOR	D	 165	G	A			X	Y	tiffany	18-FEB-2003 20:44:15	tiffany	18-FEB-2003 20:44:15
USGS	420857121452201	1	20011210		FRY, ARTHUR	D	 124	G	A			X	Y	tiffany	27-FEB-2003 21:50:25	tiffany	27-FEB-2003 21:50:25
USGS	420857123390601	1	19690113		J.COLEMAN	D	  18	G	C	S		P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420859123343501	1	19691008		MCCLANAHAN	D	  20		A	C	  1	O	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420903121153701	1	19991119		SCHNEIDER	D	 950	G	A			G	Y	tiffany	29-SEP-2000 14:36:48	tiffany	29-SEP-2000 14:36:48
USGS	420903121153702	1	19991119		SCHNEIDER	D	  92	G	A			X	Y	tiffany	29-SEP-2000 14:36:49	tiffany	29-SEP-2000 14:36:49
USGS	420904121151801	1	19910416		CHANCELLOR	D	 171	G	A			X	Y	tiffany	18-FEB-2003 20:44:13	tiffany	18-FEB-2003 20:44:13
USGS	420904121381801	1	19860707		SEVEY, N.	D	  40	G	A			X	Y	tiffany	28-SEP-2000 19:40:34	tiffany	28-SEP-2000 19:40:34
USGS	420904121412501	1	19880926		DESPAIN, LL	D	1152	G	H			X	Y	tiffany	28-SEP-2000 19:40:36	tiffany	28-SEP-2000 19:40:36
USGS	420905121194501	1	19880422		SEVEY, NORM	D	  40	G	A			X	Y	tiffany	18-FEB-2003 17:00:42	tiffany	18-FEB-2003 17:00:42
USGS	420906121130201	1			HARTLEY, W.	S						X	Y	tiffany	18-FEB-2003 20:44:24	tiffany	18-FEB-2003 20:44:24
USGS	420907122381801	1	19710929		CRATER DRLG	D	  21	B	A	C		X	Y	nwis	04-NOV-1998 00:00:00	nwis	12-DEC-1989 00:00:00
USGS	420907122381801	2	19761202		CRATER DRLG	D	  21	G				X	Y	nwis	04-NOV-1998 00:00:00	nwis	12-DEC-1989 00:00:00
USGS	420908121272201	1	19940520		SEVEY, NORM	D	  36	G	A			X	Y	tiffany	03-MAR-2003 20:46:50	tiffany	03-MAR-2003 20:46:50
USGS	420908121313701	1	19540101		E.E. STONEY	S							Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420909120324801	1	19551117		WILSON DRGL	D	  60	G	A	P	4.0	P	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	420909121420801	1	19981022		CHANCELLOR	D	  20	B	A			X	Y	tiffany	27-SEP-2000 16:38:02	tiffany	27-SEP-2000 16:38:02
USGS	420909122382001	1	19651222		ROBERTSON	D	  18	G	A	C		X	Y	nwis	04-NOV-1998 00:00:00	nwis	12-DEC-1989 00:00:00
USGS	420909122382002	1	19670911		ROBERTSON	D	  18	G	A	C		X	Y	nwis	04-NOV-1998 00:00:00	nwis	21-DEC-1989 00:00:00
USGS	420909123031201	1	19651201		ROTARY DRLG	D	  43	G	A			X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420910121122901	1	19770920		STOREY, E	D	  39	G	A			X	Y	tiffany	18-FEB-2003 20:44:22	tiffany	18-FEB-2003 20:44:22
USGS	420911121553701	1	19820930		STOREY, E.E.	D	  39	G	A			P	Y	tiffany	26-SEP-2000 18:12:55	tiffany	26-SEP-2000 18:12:55
USGS	420913120315301	1	19781120		RAPID WATER	D	  20	G	A	A	20.	X	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	420915121271201	1	19730809		SEVEY, NORM	D	  34	G	C			X	Y	tiffany	03-MAR-2003 20:46:55	tiffany	03-MAR-2003 20:46:55
USGS	420915121462301	1	19940713		SEVEY, N.	D	  40	B	A			X	Y	tiffany	03-AUG-2001 17:20:53	tiffany	03-AUG-2001 17:20:53
USGS	420916122374201	1	19760312		STUDEBAKER	D	  56	G	C	B	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420920122374201	1	1950		GOFF BROS	S			C			X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420920122381701	1	19741115		CRATER DRLG	D	  19	G	A	J	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420921121391601	1	19780708		N. SEVEY	D	  40	G	A			X	Y	tiffany	28-SEP-2000 19:40:33	tiffany	28-SEP-2000 19:40:33
USGS	420921121392801	1	19770328		SEVEY, N.	D	  21	B	H			X	Y	tiffany	28-SEP-2000 19:40:32	tiffany	28-SEP-2000 19:40:32
USGS	420922121394501	1	19600410		STOREY, E.E.	D		N	C			X	Y	tiffany	28-SEP-2000 19:40:31	tiffany	28-SEP-2000 19:40:31
USGS	420923123321701	1	19760623		BURLINGTON	D	  32	G	A	A	  1	O	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420925120315301	1	19760513		PLATT,L.H.	D	  20		C	P	2.5	P	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	420925121283601	1	19910802		STOREY, D.	D	  41	G	A			X	Y	tiffany	03-MAR-2003 20:47:05	tiffany	03-MAR-2003 20:47:05
USGS	420925121373524	1	19720224		E E STOREY	D	  35	G	C			X	Y	nwis	04-NOV-1998 00:00:00	nwis	27-AUG-1998 00:00:00
USGS	420925121373527	1	19680220		E E STOREY	D	  20	B	C			X	Y	nwis	04-NOV-1998 00:00:00	nwis	27-AUG-1998 00:00:00
USGS	420926123324901	1	1949		COLEMAN, R.	S			H			X	Y	tiffany	11-JUN-2003 14:12:34	tiffany	11-JUN-2003 14:12:34
USGS	420929121383701	1	19781101		SEVEY, N.	D	  40	G	H			X	Y	tiffany	28-SEP-2000 19:40:33	tiffany	28-SEP-2000 19:40:33
USGS	420931121292901	1	19910829		STOREY	D	  39	G	A			X	Y	tiffany	03-MAR-2003 20:47:08	tiffany	03-MAR-2003 20:47:08
USGS	420931121515101	1	19830719		STOREY, E.E.	D	  40	G	A			X	Y	tiffany	25-SEP-2000 21:03:05	tiffany	25-SEP-2000 21:03:05
USGS	420932122370801	1	19611216		MAJORS DRILL	D	  42	C	C			X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420933121170401	1	19920714		SEVEY, NORM	D	 176	G	A			X	Y	tiffany	18-FEB-2003 17:00:32	tiffany	18-FEB-2003 17:00:32
USGS	420933121561301	1	19870805		SEVEY, N.	D	  40	G	A			X	Y	tiffany	06-SEP-2000 19:11:34	tiffany	06-SEP-2000 19:11:34
USGS	420934122380601	1	19790310		STUDEBAKER	D	  36	G	A			X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420938121185701	1	19921124		SEVEY, NORM	D	  58	G	A			X	Y	tiffany	18-FEB-2003 17:00:35	tiffany	18-FEB-2003 17:00:35
USGS	420942121152901	1	19740528		STOREY, E	D	  19	B	A			X	Y	tiffany	18-FEB-2003 17:00:28	tiffany	18-FEB-2003 17:00:28
USGS	420942121152901	2	19741119		STOREY, E	D	  20	B	A			X	Y	tiffany	18-FEB-2003 17:00:28	tiffany	18-FEB-2003 17:00:28
USGS	420943121203201	1	19970525		CHANCELLOR	D	  59	G	A			P	Y	tiffany	18-FEB-2003 17:00:38	tiffany	18-FEB-2003 17:00:38
USGS	420944121184201	1	19920630		SEVEY, NORM	D	  81	G	A			X	Y	tiffany	18-FEB-2003 17:00:36	tiffany	18-FEB-2003 17:00:36
USGS	420944122402201	1	19790222		MARTINSON	D	  57	G	A	C	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420945122371901	1	19740530		CARTER DRILL	D	  20	G	A			X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420948121270601	1	19970701		CHANCELLOR	D	  19	B	A			P	Y	tiffany	03-MAR-2003 20:46:52	tiffany	03-MAR-2003 20:46:52
USGS	420952123335901	1	19781108		CLOUSER	D	  20	G	A	C	  1	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420953121410501	1	19960602		CHANCELLER	D	  60	G	A			P	Y	tiffany	28-SEP-2000 16:02:30	tiffany	28-SEP-2000 16:02:30
USGS	420953121525901	1	19950104		CHANCELLOR	D	  37	B	A			P	Y	tiffany	25-SEP-2000 21:03:03	tiffany	25-SEP-2000 21:03:03
USGS	420955120304501	1	19791010		ENLOE DRGL	D	  23	G	A	P		F	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	420955121141101	1	19770920		STOREY, E	D	  55	G	A			X	Y	tiffany	18-FEB-2003 17:00:26	tiffany	18-FEB-2003 17:00:26
USGS	420955122382901	1	19780420		WILSON DRLG	D	  29	G	A	A	  5	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	420957121410401	1	19960517		CHANCELLER	D	 378	G	H			X	Y	tiffany	28-SEP-2000 16:02:31	tiffany	28-SEP-2000 16:02:31
USGS	420958121410301	1	19900529		CHANCELLER	D	  40	G	A			P	Y	tiffany	28-SEP-2000 16:02:31	tiffany	28-SEP-2000 16:02:31
USGS	420958121460601	1	19921120		DESPAIN, L	D	  19	G	C			X	Y	tiffany	03-AUG-2001 17:20:51	tiffany	03-AUG-2001 17:20:51
USGS	420958121460601	2	19960422		DESPAIN L.	D	  19		C			P	Y	tiffany	03-AUG-2001 17:20:51	tiffany	03-AUG-2001 17:20:51
USGS	420958121463501	1	19911204		SEVEY, N.	D	  25	G	A			X	Y	tiffany	03-AUG-2001 17:20:50	tiffany	03-AUG-2001 17:20:50
USGS	421001121511001	1	19960731		HUGHES, S.R.	D	  59	B	A			P	Y	tiffany	25-SEP-2000 21:03:06	tiffany	25-SEP-2000 21:03:06
USGS	421002122381101	1	196303		GRIBBLE & M.	D						X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	421004120210201	1	19771019		STOOKSBERRY	D	  40	G	R	P	24	F	Y	nwis	04-NOV-1998 00:00:00	nwis	08-MAY-1992 00:00:00
USGS	421005118343401	1	19780122		COLEMAN W	D	  22		H			P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	421005121264201	1	19941206		SEVEY, NORM	D	 115	G	A			X	Y	tiffany	03-MAR-2003 19:37:48	tiffany	03-MAR-2003 19:37:48
USGS	421006121491801	1	19730130		STOREY, E.E.	D	 260	G	A			X	Y	tiffany	25-SEP-2000 21:03:07	tiffany	25-SEP-2000 21:03:07
USGS	421006121521501	1	19940614		CHANCELLOR	D	  49	B	A			P	Y	tiffany	25-SEP-2000 21:03:04	tiffany	25-SEP-2000 21:03:04
USGS	421011121424601	1	19960910		HUGHES/SEVEY	D	  18	G	A			X	Y	tiffany	27-SEP-2000 16:38:01	tiffany	27-SEP-2000 16:38:01
USGS	421012121411801	1	19941102			D	  18	B	A			P	Y	tiffany	28-SEP-2000 16:02:32	tiffany	28-SEP-2000 16:02:32
USGS	421013121304601	1	19640810		HARTLEY, C.	D	  76	B	C			X	Y	tiffany	03-MAR-2003 20:47:02	tiffany	03-MAR-2003 20:47:02
USGS	421014122394201	1	1927			S			H			X	Y	tiffany	12-JUN-2003 14:02:25	tiffany	12-JUN-2003 14:02:25
USGS	421015121343501	1	19931106		DESPAIN, L	D	  35	G	A			X	Y	tiffany	03-MAR-2003 20:46:57	tiffany	03-MAR-2003 20:46:57
USGS	421015121371517	1	19580226		C E HARTLEY	D	  74	C	C			X	Y	nwis	04-NOV-1998 00:00:00	nwis	28-AUG-1998 00:00:00
USGS	421015122403801	1	19790830		MARTINSON	D	  19	G	A	C	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	421016118485801	1	19551030		BLM	D	   0		C	B			Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	421018121394701	1	19940529		DESPAIN, L	D	  40	G	C			X	Y	tiffany	28-SEP-2000 16:02:26	tiffany	28-SEP-2000 16:02:26
USGS	421018123380501	1	19750430		MCCLANAHAN	D	  35	G	A	A	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	421020121415401	1	19681018		ROBERTS, J.	D	  34	G	C			X	Y	tiffany	27-SEP-2000 16:38:00	tiffany	27-SEP-2000 16:38:00
USGS	421020121415401	2	19870421		SEVEY, NORM	D	  34	G	A			X	Y	tiffany	27-SEP-2000 16:38:00	tiffany	27-SEP-2000 16:38:00
USGS	421021121495901	1	19730611		E E STOREY	D	 142	G	H			X	Y	tiffany	25-SEP-2000 18:02:56	tiffany	25-SEP-2000 18:02:56
USGS	421027121462801	1	19970919		SEVEY	D	  18	B	A			X	Y	tiffany	03-AUG-2001 17:20:50	tiffany	03-AUG-2001 17:20:50
USGS	421028121242901	1	1946		VOLCHESTER	S							Y	tiffany	03-MAR-2003 20:05:57	tiffany	03-MAR-2003 20:05:57
USGS	421029120224701	1	19770423		ENLOE,CARL	D	  20	G	A	P		F	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	421029121113301	1	19910403		CHANCELLOR	D	  30	G	A			X	Y	tiffany	06-SEP-2000 19:11:34	tiffany	06-SEP-2000 19:11:34
USGS	421032120313301	1	19721017		VAN METER	D	  20	G	A	A	4.0	X	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	421033121504301	1	19960504		CHANCELLOR	D	  65	G	A			P	Y	tiffany	25-SEP-2000 21:03:00	tiffany	25-SEP-2000 21:03:00
USGS	421034120292201	1	19900723		DAN PARKER	D	  27	G	C	P	2.0	X	Y	nwis	04-NOV-1998 00:00:00	nwis	08-MAY-1992 00:00:00
USGS	421034121181501	1	19691020		HARTLEY, C	D	  21	G	C			X	Y	tiffany	18-FEB-2003 17:00:23	tiffany	18-FEB-2003 17:00:23
USGS	421036119535201	1	19410101		CARL WILLIAM								Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	421036121201101	1	1940			A						X	Y	tiffany	14-FEB-2003 18:12:57	tiffany	14-FEB-2003 18:12:57
USGS	421036122373801	1	19591213		ROGUE VALLEY	D			C			X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	421037121265901	1	19910816		DESPAIN, L	D	 423	G	A			X	Y	tiffany	03-MAR-2003 19:37:46	tiffany	03-MAR-2003 19:37:46
USGS	421037121332801	1	19820310		STOREY, E	D	 119	G	A			X	Y	tiffany	03-MAR-2003 20:46:59	tiffany	03-MAR-2003 20:46:59
USGS	421038121491001	1	19850812		HILL, C.E.	D	  19	G	C			X	Y	tiffany	25-SEP-2000 18:02:56	tiffany	25-SEP-2000 18:02:56
USGS	421039121201001	1	19930506		DIAMOND CORE	D	  32	B	A			S	Y	tiffany	14-FEB-2003 18:12:55	tiffany	14-FEB-2003 18:12:55
