# RDB data retrieved from Oracle.
#
# $Log$
# tsql nwisor -rdb 'select * from gw_cons_01  order by site_no' |# 02/19/2019 21:01:02, llorzol
#
agency_cd	site_no	cons_seq_nu	cons_dt	special_treat_cd	cons_contractor_nm	cons_src_cd	seal_depth_va	seal_cd	cons_meth_cd	dev_meth_cd	dev_du	finish_cd	cons_web_cd	cons_cn	cons_cr	cons_mn	cons_md
5s	15s	9n	8s	1s	12s	1s	4s	1s	1s	1s	3s	1s	1s	8s	25d	8s	25d
USGS	444044121205201	1	19770630		FOX DRLG	D	  25	G	C	B	  1	P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-DEC-1985 00:00:00
USGS	444045121211401	1	19651116		MCCLANAHAN	D	  18	B	A	B	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	19-DEC-1985 00:00:00
USGS	444045123243501	1	19650521		R.G.GELLATLY	D	  20	B	C	B	  2	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444046121044901	1	19640521		ABRAMS, BERT	D	  68	B	C			X	Y	nwis	04-NOV-1998 00:00:00	nwis	16-AUG-1994 00:00:00
USGS	444046123132701	1	19810715		SCHOEN ELEC.	D	  18	G	A			X	Y	nwis	04-NOV-1998 00:00:00	nwis	27-SEP-1991 00:00:00
USGS	444047123132701	1	19650329		HOWELL DRLG	D	  21	B	C	B	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444049122554101	1	19601003		ROBINSON	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-FEB-1992 00:00:00
USGS	444051121060601	1	19701022		ABRAMS DRLG	D	  18	G	A	B	2.0	X	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1991 00:00:00
USGS	444052123110301	1	19740725		SCHOEN ELEC	D	  18	G	C	B		P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444052123125801	1	19680628		BABCOCK DRLG	D	  18	B	C	B	  2	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444053123071201	1	19591019		KLAUS DR CO	D	   0		C	B		P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444054122582901	1	1940			A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444055122584401	1	1942			A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444055123035401	1	19800915		RIDDERS	D	  18	G	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	23-NOV-1994 00:00:00
USGS	444056122532801	1	1966				   0		C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444057123250501	1	19740909		ART CLINTON	D	  29	G	C	B	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444101123043101	1	1959				   0		C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444101123240501	1	19741113		R.C.GELLATLY	D	  25	G	C	B	  2	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444101123255601	1	19650809		R.C.GELLATLY	D	  18	B	C	B	  2	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444102123141001	1	19640313		VALLEY DRLG	D	  20		C	B		F	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444103121141601	1	19920208			D	  34	G	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	13-SEP-1994 00:00:00
USGS	444106123090701	1	19550921		HAMILTON DR	D	   0		C	B		X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444107122582501	1	19640313		MARION WEST	D	   9	C	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444107123072301	1	19710419		CASEY JONES	D	  24	G	C	B	  1	O	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444108123035101	1	19620319		HAMILTON	D	  16	C	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-FEB-1992 00:00:00
USGS	444110123083801	1	19731001		MERLE WARREN	D	  20	B	C	B	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444110123104201	1	19741120		MERLE WARREN	D	  18	B	A	C	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444112122544301	1	19660919		MILLER, H.	D	  18	B	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444114121034601	1	19780915		ADAMS,STAN	D	  59	G	A			P	Y	nwis	04-NOV-1998 00:00:00	nwis	16-AUG-1994 00:00:00
USGS	444120123130901	1	19610720		R.G.GELLATLY	D	   0		C	B	  2	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444120123242201	1	19650511		R.C.GELLATLY	D	  18	B	C	B	  2	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444121123242401	1	19730521		R.C.GELLATLY	D	  19	G	C	B	  2	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444123123085401	1	19710804		SCHOEN ELEC.	D	  83	G	C	B	  2	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444124123141201	1	19640313		BILL HOWELL	D	  20	C	C	B		X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444126123140601	1	19950620		HILDEBRAND	D	  32	G	A			X	Y	tiffany	04-APR-2002 18:56:13	tiffany	04-APR-2002 18:56:13
USGS	444128122520901	1	19770428		RICHARDSON	D	  20	G	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	23-NOV-1994 00:00:00
USGS	444128123130801	1	19630928		MERLE WARREN	D	  18	B	C	B	  1	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444130123521101	1	196107		HOWELL, B	D	   0		C			X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444131121040501	1	19870617		CROWFORD	D	  19		A			P	Y	nwis	04-NOV-1998 00:00:00	nwis	16-AUG-1994 00:00:00
USGS	444131121053001	1	19600614		KOUNLESKI	D							Y	nwis	04-NOV-1998 00:00:00	nwis	16-AUG-1994 00:00:00
USGS	444131121053001	2	19820514		SCHURNK'S DR	D	  24	G	C			X	Y	nwis	04-NOV-1998 00:00:00	nwis	16-AUG-1994 00:00:00
USGS	444133123085201	1	19660907		MERLE WARREN	D	  18	B	C	B	  1	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444134123240801	1	19670930		R.C.GELLATLY	D	  18	B	C	B	  2	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444136123082401	1	19820915		RIDDER'S DRG	D	  18	G	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	27-SEP-1991 00:00:00
USGS	444137123242901	1	19670315		R.C.GELLATLY	D	  30	B	C	B	  3	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444138123022801	1	1965				   0		C			X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444139123140001	1	19710918		CASEY JONES	D	  39	G	A	C		X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444139123252601	1	19600523		R.C.GELLATLY	D	  92	G	C	B		X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444139123253401	1	19681220		BABCOCK DRLG	D	  18	G	C	B	  2	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444142123105401	1	19700808		MERLE WARREN	D	  18	B	C	B	  2	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444144121041501	1	19770916		JOHNSON,JOHN	D	  19	G	A			P	Y	nwis	04-NOV-1998 00:00:00	nwis	16-AUG-1994 00:00:00
USGS	444145123092501	1	19680730		ART CLINTON	D	  18	B	C	B	  1	F	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444145123232201	1	19710616		R.C.GELLATLY	D	  18	B	C	B	  2	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444150123025801	1	1959				   0		C			X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444151123254901	1	19621220		HOWELL DRLG	D	  28	B	C	B		X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444153121060701	1	19601015		KOWALESKI	D			C				Y	nwis	04-NOV-1998 00:00:00	nwis	16-AUG-1994 00:00:00
USGS	444156123000201	1	19610406		HAMILTON	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444157123144001	1	19640707		WILLAMETTE	D	  30	G	C	B	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444159123083901	1	19660920		ART CLINTON	D	  18	B	C	B		F	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444200122575101	1	194701		MARION WEST	A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-JAN-1992 00:00:00
USGS	444200123123801	1	1950			O	   0	C	C	B		X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444202123072001	1	19500411		HAMILTON	A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444205123100401	1	19671219		ART CLINTON	D	  18	B	C	B	  2	F	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444207123154801	1	19681015		CASEY JONES	D	  30	G	A	C	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444207123161001	1	19720628		MUTSCHLER DR	D	  18	G	A	C	  2	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444208123091801	1	19670222		ART CLINTON		  18	B	C	B	  3	F	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444209123000601	1	1949				   0					P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444210123151601	1	19740910		MUTSCHLER DR		  18	G	A	C	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444211123073801	1	19510501		HAMILTON	A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444211123290401	1	19650220		R C WESTON	D	  15	G	C	B	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444212121060301	1	19651214		KOWALESKI	D	  19	G	C			X	Y	nwis	04-NOV-1998 00:00:00	nwis	16-AUG-1994 00:00:00
USGS	444212123063601	1	19520925		HAMILTON	A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444213122481301	1	19730807		MERLE WARREN	D	  20	B	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	23-NOV-1994 00:00:00
USGS	444213123263601	1	19750516		L.MUTSCHLER		  18	G	A	C	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444214123064401	1	19660505		HAMILTON, B.	A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444215123160501	1	19680719		CASEY JONES	D	  25	B	A	C	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444216123142101	1	19700212		CASEY JONES	D	   0	G	A			X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444218123094401	1	19660707		ART CLINTON	D	  18	B	C	B	  1	F	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444220121172701	1	1935		R J STRASSER	S			C				Y	nwis	04-NOV-1998 00:00:00	nwis	19-DEC-1985 00:00:00
USGS	444220123225601	1	19700805		HOWELL DRLG	D	  18	B	C	B	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444221123062401	1	19560518		HAMILTON	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444222122575001	1	19620220		HAMILTON	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444222123010401	1	19611208		HAMILTON	D	  10	G	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444222123102701	1	19750116		MERLE WARREN	D	  20	B	C	B	  1	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444223121191201	1	19830727		CLAUSON DRLG	D	  25	G	C	B	  1	F	Y	nwis	04-NOV-1998 00:00:00	nwis	19-DEC-1985 00:00:00
USGS	444224122592301	1	1949		HAMILTON	A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444224123113201	1	19680808		CASEY JONES	D	  21	G	A	C		X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444225123291901	1	19731009		R.C. GELLATL	D	  18	G	C	B	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444227123113701	1	19680802		CASEY JONES	D	  21	C	H			X	Y	tiffany	04-APR-2002 18:56:12	tiffany	04-APR-2002 18:56:12
USGS	444228121195301	1	19760915		FOX DRLG	D	  25	G	C	A	  5	F	Y	nwis	04-NOV-1998 00:00:00	nwis	19-DEC-1985 00:00:00
USGS	444229122594101	1	19600607		HAMILTON	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444229123002201	1	195107			A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444230122592201	1	195408		HAMILTON	A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444234122593801	1	1953			A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444234122594101	1	1942			A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444236122565701	1	19591124		HAMILTON DRG	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444236123133601	1	19750401		CORVALLIS DR	D	  27	G	A	C	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444237123132101	1	19750403		CORVALLIS DR	D	  45	G	A	C	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444237123292001	1	19660818		ART CLINTON	D	  20	B	C	B	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444238122574901	1	1957				   0		C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444238123035701	1	19800901		SCHELER DRG.	D	  18	G	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	15-NOV-1991 00:00:00
USGS	444238123100101	1	19620911		ACE DRILLING	D	  19	C	C	B	  2	F	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444239122525201	1	19581009		SEARS	D	  22	Z	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-FEB-1992 00:00:00
USGS	444240121052201	1	19801201		ORVAIL,BUKNR	D	  25	G	C			X	Y	nwis	04-NOV-1998 00:00:00	nwis	16-AUG-1994 00:00:00
USGS	444240122572601	1	19611003		HAMILTON	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444242123072401	1	19630422		ACE DRILLING	D	  18	G	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	27-SEP-1991 00:00:00
USGS	444245123094101	1	19581113		ART CLINTON	D	   0		C	C		P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444246122541201	1	195205		SANDERS	A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-JAN-1992 00:00:00
USGS	444246123132601	1	19740502		MUTSCHLER DR	D	  20	G	A	C	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444250123020001	1	19600622		HAMILTON, B.	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444251123073501	1	195108		HAMILTON, B.	A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444251123215401	1	19730228		CORVALLIS DR	D	  21	C	A	C	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444255123072401	1	19550803		HAMILTON	A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444255123140401	1	19700416		TODD'S DRLG	D	  18	G	C	B	  2	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444256119060301	1	19781030		JOBE DRLG	D	 198	B	A	C	  6	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444257121024301	1	19660421		KOWALESKI L.	D	  29	G				X	Y	nwis	04-NOV-1998 00:00:00	nwis	16-AUG-1994 00:00:00
USGS	444259123005801	1	194404			A			C			O	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444300123063801	1	19620321		ACE DRG. CO.	D	  16	C	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444300123072501	1	1952				   0					X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444301121142501	1	19921231			D	  25	G	A			P	Y	nwis	04-NOV-1998 00:00:00	nwis	13-SEP-1994 00:00:00
USGS	444301123032901	1	19751106		WARREN, M.	D	  19	B	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	15-NOV-1991 00:00:00
USGS	444302121033401	1	19810410		ORVAIL BUKNR	D	  20	G	A			X	Y	nwis	04-NOV-1998 00:00:00	nwis	16-AUG-1994 00:00:00
USGS	444302121033401	2	19810619		ORVAIL BUKNR	D			C				Y	nwis	04-NOV-1998 00:00:00	nwis	16-AUG-1994 00:00:00
USGS	444302123034601	1	1962		WARREN, M.	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	27-SEP-1991 00:00:00
USGS	444302123041701	1	19631026		WARREN, W.	D	  18	B	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	27-SEP-1991 00:00:00
USGS	444302123180401	1	19680617		HOWELL WELL	D	  18	B	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444303123104901	1	19741105		CORVALLIS DR	D	  19	G	C	B	  1	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444305121024801	1	19621103		KOWALESKI	D	  18	G	C			X	Y	nwis	04-NOV-1998 00:00:00	nwis	16-AUG-1994 00:00:00
USGS	444306123215201	1	19650503		R.C.GELLATLY		  18	B	C	B	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444307119222601	1	19610601		BRANDT	D	   0		C	B	  1	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444307121030001	1	19710407		CUNNINGHAM	D	  20	G	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	16-AUG-1994 00:00:00
USGS	444308123060501	1	19760325		WARREN, M.	D	  19	B	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	15-NOV-1991 00:00:00
USGS	444309123204901	1	19740308		ART CLINTON	D	  18	G	C	B	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444310123151601	1	19691028		SCHOEN ELEC	D	  20	B	C	B	  2	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444314122564001	1	19460515			A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444314123105401	1	19741104		CORVALLIS DR	D	   0	G	C	B		P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444315123064901	1	19640221		HAMILTON	D	  16	C	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444316123012701	1	19690507		TOLMASOFF D.	D	  18	B	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	27-SEP-1991 00:00:00
USGS	444316123081201	1	1960				   0		C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444318121052901	1	19560814		KOWALESKI,W.	D			C				Y	nwis	04-NOV-1998 00:00:00	nwis	21-FEB-1995 00:00:00
USGS	444318123031701	1	19591012		HAMILTON	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444318123035801	1	19650427		WARREN DRG.		  18	B	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444319123045901	1	19730801		MERLE WARREN	D	  18	B	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	23-NOV-1994 00:00:00
USGS	444321123210101	1	19691108		C V TODD DR	D	   0	G	C	B	  2	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444321123233501	1	19730711		ROBINSON DR	D	  19	G	A	C	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444324121132601	1	19830622		MOPHET	D			A				Y	nwis	04-NOV-1998 00:00:00	nwis	21-FEB-1995 00:00:00
USGS	444324122563401	1	19410615			A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444324123064701	1	19560705		HAMILTON	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444329121144301	1	19921121			D	  43	G	A			X	Y	nwis	04-NOV-1998 00:00:00	nwis	13-SEP-1994 00:00:00
USGS	444329123042501	1	19440513		HAMILTON, B.	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	27-SEP-1991 00:00:00
USGS	444329123081101	1	194903		HAMILTON	A			C			O	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444331121042801	1	19600218		KOWALESKI	D							Y	nwis	04-NOV-1998 00:00:00	nwis	21-FEB-1995 00:00:00
USGS	444331121042801	2	19751118		FOX	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	30-SEP-1996 00:00:00
USGS	444331121144501	1	19921005			D	  25	B	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	13-SEP-1994 00:00:00
USGS	444331123064801	1	19561005		HAMILTON, B.	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444333122500701	1	1951		STUDEBAKER	O	   0	C	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444333123033901	1	19600516		HAMILTON	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444333123105201	1	19681031		ART CLINTON	D	  18	B	C	B	  1	F	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444335121135601	1	19790510		S&M DRILLING	D	  20	G	Z				Y	nwis	04-NOV-1998 00:00:00	nwis	13-SEP-1994 00:00:00
USGS	444335123060701	1	19620308		ACE DRG. CO.	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444336123221601	1	19710904		CASEY JONES	D	  38	G	A	C	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444337122481301	1	1957				   0		C			X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444338122491501	1	19410812		STRASSER	D						P	Y	tiffany	03-APR-2002 16:01:08	tiffany	03-APR-2002 16:01:08
USGS	444339123261901	1	19740925		CORVALLIS DR	D	  19	G	A	C	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444340123132001	1	19651118		MUTSCHLER DR	D	  18	B	C	B	  1	P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444341123080101	1	194703			A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444343123262001	1	19700701		CASEY JONES	D	  19	G	A	C	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444346123043201	1	1959				   0		C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444352123015001	1	19450716			A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444352123264101	1	19620630		ART CLINTON	D	  19	Z	C	B	  1	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444354123012201	1	19600414		HAMILTON	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444354123043901	1	19721012		WARREN, M	D	  18	B	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	15-NOV-1991 00:00:00
USGS	444355123030601	1	19570423		HAMILTON	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444356123050101	1	19590714		HAMILTON	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444356123071201	1	19591113		WARREN, M.	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444402122522101	1	1966				   0		C			O	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444402123015101	1	19591023		HAMILTON	D			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444402123024601	1	19460424			A			C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	19-MAR-1991 00:00:00
USGS	444402123043901	1	19721017		WARREN, M.	D	  20	B	C			P	Y	nwis	04-NOV-1998 00:00:00	nwis	15-NOV-1991 00:00:00
USGS	444404123110301	1	19750724		SCHOEN ELEC	D	  20	G	C	B	  2	X	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444405123105801	1	19750724		SCHOEN ELEC	D	  20	G	A	C	  2	F	Y	nwis	04-NOV-1998 00:00:00	nwis	07-OCT-1985 00:00:00
USGS	444407122475501	1	19570624		BEAGLEY	D		N	C			X	Y	tiffany	03-APR-2002 16:01:06	tiffany	03-APR-2002 16:01:06
