# RDB data retrieved from Oracle.
#
# $Log$
# tsql nwisor -rdb 'select r.*, G.* from gw_reflist r right join gw_gwdd g on g.edit_table_nm = r.gw_ed_tbl_nm ' |# 02/19/2019 21:10:55, llorzol
#
gw_ed_tbl_nm	gw_ref_cd	gw_ref_nm	gw_sort_nu	gw_ref_ds	gw_valid_fg	parameter_cd	parameter_nm	col_width_nu	parameter_tp	parameter_var_nm	mtrc_unit_fc	mtrc_unit_prec_fc	insert_file_nm	insert_subfile_nm	start_byte_nu	parameter_len_nu	parameter_ptr_va	sig_fig_vector_tx	mandatory_fg	special_test_nu	edit_table_nm	head_1_tx	head_2_tx	head_3_tx	english_unit_tx	metric_unit_tx	missing_tx	reflist_insert_cd	reflist_update_cd	reflist_check_cd	valid_codes_nu	edit_table_nm_len_nu	record_type_nu	sub_record_type_nu	edit_option_tx	district_default_opt_nu	district_default_tx	table_nm	column_nm	gwdd_mn	gwdd_md
24s	128s	16s	9n	255s	1s	5s	50s	9n	2s	32s	8s	2s	32s	32s	9n	9n	5s	10s	1s	9n	24s	32s	32s	32s	32s	32s	32s	1s	1s	1s	9n	9n	9n	9n	6s	9n	128s	32s	32s	8s	25d
cdcome	V	Driven	11	Wells constructed by driving a length of pipe into the ground, usually with a sand point on the end.	Y	C065	Method of construction	6	21	CDCOME	 0	 0	CONS	CONS	101	1	 0		N	0	cdcome		METHOD	CONST-	RUCTED	RUCTED	--	2	2	2	13	6	2	1	YYYYNY	0		gw_cons_##	cons_meth_cd	nwis	20-NOV-2018 20:48:04
cdcome	T	Trenching	10	Construction of a sump or open pit from which groundwater may be pumped, includes ponds and drains.	Y	C065	Method of construction	6	21	CDCOME	 0	 0	CONS	CONS	101	1	 0		N	0	cdcome		METHOD	CONST-	RUCTED	RUCTED	--	2	2	2	13	6	2	1	YYYYNY	0		gw_cons_##	cons_meth_cd	nwis	20-NOV-2018 20:48:04
cdcome	S	Sonic	9	Sonic Method where the drill stem and sampler barrel are vibrated to advance through the substrate.	Y	C065	Method of construction	6	21	CDCOME	 0	 0	CONS	CONS	101	1	 0		N	0	cdcome		METHOD	CONST-	RUCTED	RUCTED	--	2	2	2	13	6	2	1	YYYYNY	0		gw_cons_##	cons_meth_cd	nwis	20-NOV-2018 20:48:04
cdcome	R	Reverse rotary	8	Method where the mud is pumped down the annular space and cuttings and mud move up the drill stem.	Y	C065	Method of construction	6	21	CDCOME	 0	 0	CONS	CONS	101	1	 0		N	0	cdcome		METHOD	CONST-	RUCTED	RUCTED	--	2	2	2	13	6	2	1	YYYYNY	0		gw_cons_##	cons_meth_cd	nwis	20-NOV-2018 20:48:04
cdcome	P	Air percussion	7	Rotary cutting tool powered with compressed air and coupled with a rapid percussion motion.	Y	C065	Method of construction	6	21	CDCOME	 0	 0	CONS	CONS	101	1	 0		N	0	cdcome		METHOD	CONST-	RUCTED	RUCTED	--	2	2	2	13	6	2	1	YYYYNY	0		gw_cons_##	cons_meth_cd	nwis	20-NOV-2018 20:48:04
cdcome	J	Jetted	6	Excavated by high velocity streams of water pumped down a pipe having a jetting nozzle at the end.	Y	C065	Method of construction	6	21	CDCOME	 0	 0	CONS	CONS	101	1	 0		N	0	cdcome		METHOD	CONST-	RUCTED	RUCTED	--	2	2	2	13	6	2	1	YYYYNY	0		gw_cons_##	cons_meth_cd	nwis	20-NOV-2018 20:48:04
cdcome	H	Hydraulic rotary	5	Mud is pumped down inside a rotating drill stem and bit, cuttings and mud move up outside the stem.	Y	C065	Method of construction	6	21	CDCOME	 0	 0	CONS	CONS	101	1	 0		N	0	cdcome		METHOD	CONST-	RUCTED	RUCTED	--	2	2	2	13	6	2	1	YYYYNY	0		gw_cons_##	cons_meth_cd	nwis	20-NOV-2018 20:48:04
cdcome	D	Dug	4	Method where hole is excavated by hand tools or power-driven digging equipment.	Y	C065	Method of construction	6	21	CDCOME	 0	 0	CONS	CONS	101	1	 0		N	0	cdcome		METHOD	CONST-	RUCTED	RUCTED	--	2	2	2	13	6	2	1	YYYYNY	0		gw_cons_##	cons_meth_cd	nwis	20-NOV-2018 20:48:04
cdcome	C	Cable tool	3	Method where a heavy drilling tool is raised and lowered with enough force to pulverize the rock.	Y	C065	Method of construction	6	21	CDCOME	 0	 0	CONS	CONS	101	1	 0		N	0	cdcome		METHOD	CONST-	RUCTED	RUCTED	--	2	2	2	13	6	2	1	YYYYNY	0		gw_cons_##	cons_meth_cd	nwis	20-NOV-2018 20:48:04
cdcome	B	Bored	2	Bored or augered, earth materials are cut and removed from the hole with a powered or hand auger.	Y	C065	Method of construction	6	21	CDCOME	 0	 0	CONS	CONS	101	1	 0		N	0	cdcome		METHOD	CONST-	RUCTED	RUCTED	--	2	2	2	13	6	2	1	YYYYNY	0		gw_cons_##	cons_meth_cd	nwis	20-NOV-2018 20:48:04
cdcome	A	Air rotary	1	Method where a stream of air is used to cool the bit and bring rock cuttings to the surface.	Y	C065	Method of construction	6	21	CDCOME	 0	 0	CONS	CONS	101	1	 0		N	0	cdcome		METHOD	CONST-	RUCTED	RUCTED	--	2	2	2	13	6	2	1	YYYYNY	0		gw_cons_##	cons_meth_cd	nwis	20-NOV-2018 20:48:04
cdcofi	Z	Other	11	Other method of finishing a well.	Y	C066	Type of finish	6	21	CDCOFI	 0	 0	CONS	CONS	102	1	 0		N	0	cdcofi		 TYPE	  OF	FINISH	FINISH	--	2	2	2	11	6	2	1	YYYYNY	0		gw_cons_##	finish_cd	nwis	20-NOV-2018 20:48:04
cdcofi	X	Open hole	10	Well is one that has a finished open hole in the aquifer.	Y	C066	Type of finish	6	21	CDCOFI	 0	 0	CONS	CONS	102	1	 0		N	0	cdcofi		 TYPE	  OF	FINISH	FINISH	--	2	2	2	11	6	2	1	YYYYNY	0		gw_cons_##	finish_cd	nwis	20-NOV-2018 20:48:04
cdcofi	W	Walled	9	Dug well in which the walls have been shored up with open-jointed fieldstone, brick, wood, etc.	Y	C066	Type of finish	6	21	CDCOFI	 0	 0	CONS	CONS	102	1	 0		N	0	cdcofi		 TYPE	  OF	FINISH	FINISH	--	2	2	2	11	6	2	1	YYYYNY	0		gw_cons_##	finish_cd	nwis	20-NOV-2018 20:48:04
cdcofi	T	Sand point	8	The screen part of a drive point and is usually part of a driven well.	Y	C066	Type of finish	6	21	CDCOFI	 0	 0	CONS	CONS	102	1	 0		N	0	cdcofi		 TYPE	  OF	FINISH	FINISH	--	2	2	2	11	6	2	1	YYYYNY	0		gw_cons_##	finish_cd	nwis	20-NOV-2018 20:48:04
cdcofi	S	Screen	7	Well has commercial screen for admitting water to the well.	Y	C066	Type of finish	6	21	CDCOFI	 0	 0	CONS	CONS	102	1	 0		N	0	cdcofi		 TYPE	  OF	FINISH	FINISH	--	2	2	2	11	6	2	1	YYYYNY	0		gw_cons_##	finish_cd	nwis	20-NOV-2018 20:48:04
cdcofi	P	Perf or Slotted	6	Casing has holes or slots cut to admit water.	Y	C066	Type of finish	6	21	CDCOFI	 0	 0	CONS	CONS	102	1	 0		N	0	cdcofi		 TYPE	  OF	FINISH	FINISH	--	2	2	2	11	6	2	1	YYYYNY	0		gw_cons_##	finish_cd	nwis	20-NOV-2018 20:48:04
cdcofi	O	Open end	5	Well cased to the bottom of the hole, water enters through the bottom of the hole.	Y	C066	Type of finish	6	21	CDCOFI	 0	 0	CONS	CONS	102	1	 0		N	0	cdcofi		 TYPE	  OF	FINISH	FINISH	--	2	2	2	11	6	2	1	YYYYNY	0		gw_cons_##	finish_cd	nwis	20-NOV-2018 20:48:04
cdcofi	H	Horiz gallery	4	Well where the screen, slotted pipe, or gravel-filled trench is horizontal, i.e. Ranney collectors.	Y	C066	Type of finish	6	21	CDCOFI	 0	 0	CONS	CONS	102	1	 0		N	0	cdcofi		 TYPE	  OF	FINISH	FINISH	--	2	2	2	11	6	2	1	YYYYNY	0		gw_cons_##	finish_cd	nwis	20-NOV-2018 20:48:04
cdcofi	G	Gravel pck, scrn	3	Well with a commercial screen surrounded by a gravel envelope.	Y	C066	Type of finish	6	21	CDCOFI	 0	 0	CONS	CONS	102	1	 0		N	0	cdcofi		 TYPE	  OF	FINISH	FINISH	--	2	2	2	11	6	2	1	YYYYNY	0		gw_cons_##	finish_cd	nwis	20-NOV-2018 20:48:04
cdcofi	F	Gravel pck, perf	2	Well with a slotted or perforated screen surrounded by a gravel envelope.	Y	C066	Type of finish	6	21	CDCOFI	 0	 0	CONS	CONS	102	1	 0		N	0	cdcofi		 TYPE	  OF	FINISH	FINISH	--	2	2	2	11	6	2	1	YYYYNY	0		gw_cons_##	finish_cd	nwis	20-NOV-2018 20:48:04
cdcofi	C	Porous concrete	1	Concrete casing porous enough to allow groundwater to seep into the well.	Y	C066	Type of finish	6	21	CDCOFI	 0	 0	CONS	CONS	102	1	 0		N	0	cdcofi		 TYPE	  OF	FINISH	FINISH	--	2	2	2	11	6	2	1	YYYYNY	0		gw_cons_##	finish_cd	nwis	20-NOV-2018 20:48:04
cdcosl	Z	Other	5	Other type of seal material used.	Y	C067	Type of surface seal	7	21	CDCOSL	 0	 0	CONS	CONS	103	1	 0		N	0	cdcosl		TYPE OF	SURFACE	 SEAL	 SEAL	--	2	2	2	5	6	2	1	YYYYNY	0		gw_cons_##	seal_cd	nwis	20-NOV-2018 20:48:04
cdcosl	N	None	4	No seal material used.	Y	C067	Type of surface seal	7	21	CDCOSL	 0	 0	CONS	CONS	103	1	 0		N	0	cdcosl		TYPE OF	SURFACE	 SEAL	 SEAL	--	2	2	2	5	6	2	1	YYYYNY	0		gw_cons_##	seal_cd	nwis	20-NOV-2018 20:48:04
cdcosl	G	Cement grout	3	Cement grout.	Y	C067	Type of surface seal	7	21	CDCOSL	 0	 0	CONS	CONS	103	1	 0		N	0	cdcosl		TYPE OF	SURFACE	 SEAL	 SEAL	--	2	2	2	5	6	2	1	YYYYNY	0		gw_cons_##	seal_cd	nwis	20-NOV-2018 20:48:04
cdcosl	C	Clay	2	Clay or cuttings.	Y	C067	Type of surface seal	7	21	CDCOSL	 0	 0	CONS	CONS	103	1	 0		N	0	cdcosl		TYPE OF	SURFACE	 SEAL	 SEAL	--	2	2	2	5	6	2	1	YYYYNY	0		gw_cons_##	seal_cd	nwis	20-NOV-2018 20:48:04
cdcosl	B	Bentonite	1	Bentonite clay.	Y	C067	Type of surface seal	7	21	CDCOSL	 0	 0	CONS	CONS	103	1	 0		N	0	cdcosl		TYPE OF	SURFACE	 SEAL	 SEAL	--	2	2	2	5	6	2	1	YYYYNY	0		gw_cons_##	seal_cd	nwis	20-NOV-2018 20:48:04
hdepth	99999999	Maximum+	2	 Depth	Y	C068	Depth to bottom of seal	8	11	CDCOSD	 0.3048	 0	CONS	CONS	104	4	 0		N	11	hdepth	 BOTTOM	   OF	  SEAL	 (FEET)	(METERS)	--	2	2	2	-3	6	2	1	YYYYYY	0		gw_cons_##	seal_depth_va	nwis	20-NOV-2018 20:48:04
hdepth	-9999999	Minimum-	1	 Depth	Y	C068	Depth to bottom of seal	8	11	CDCOSD	 0.3048	 0	CONS	CONS	104	4	 0		N	11	hdepth	 BOTTOM	   OF	  SEAL	 (FEET)	(METERS)	--	2	2	2	-3	6	2	1	YYYYYY	0		gw_cons_##	seal_depth_va	nwis	20-NOV-2018 20:48:04
cdcodm	Z	Other	8	Other type of development method	Y	C069	Method of development	11	21	CDCODM	 0	 0	CONS	CONS	108	1	 0		N	0	cdcodm			 METHOD OF	DEVELOPMENT	DEVELOPMENT	--	2	2	2	8	6	2	1	YYYYNY	0		gw_cons_##	dev_meth_cd	nwis	20-NOV-2018 20:48:05
cdcodm	S	Surged	7	surged with surge block	Y	C069	Method of development	11	21	CDCODM	 0	 0	CONS	CONS	108	1	 0		N	0	cdcodm			 METHOD OF	DEVELOPMENT	DEVELOPMENT	--	2	2	2	8	6	2	1	YYYYNY	0		gw_cons_##	dev_meth_cd	nwis	20-NOV-2018 20:48:05
cdcodm	P	Pumped	6	pumped	Y	C069	Method of development	11	21	CDCODM	 0	 0	CONS	CONS	108	1	 0		N	0	cdcodm			 METHOD OF	DEVELOPMENT	DEVELOPMENT	--	2	2	2	8	6	2	1	YYYYNY	0		gw_cons_##	dev_meth_cd	nwis	20-NOV-2018 20:48:05
cdcodm	N	None	5	none	Y	C069	Method of development	11	21	CDCODM	 0	 0	CONS	CONS	108	1	 0		N	0	cdcodm			 METHOD OF	DEVELOPMENT	DEVELOPMENT	--	2	2	2	8	6	2	1	YYYYNY	0		gw_cons_##	dev_meth_cd	nwis	20-NOV-2018 20:48:05
cdcodm	J	Jetted	4	washed or jetted	Y	C069	Method of development	11	21	CDCODM	 0	 0	CONS	CONS	108	1	 0		N	0	cdcodm			 METHOD OF	DEVELOPMENT	DEVELOPMENT	--	2	2	2	8	6	2	1	YYYYNY	0		gw_cons_##	dev_meth_cd	nwis	20-NOV-2018 20:48:05
cdcodm	C	Compressed air	3	blown or surged with compressed air	Y	C069	Method of development	11	21	CDCODM	 0	 0	CONS	CONS	108	1	 0		N	0	cdcodm			 METHOD OF	DEVELOPMENT	DEVELOPMENT	--	2	2	2	8	6	2	1	YYYYNY	0		gw_cons_##	dev_meth_cd	nwis	20-NOV-2018 20:48:05
cdcodm	B	Bailed	2	Bailed	Y	C069	Method of development	11	21	CDCODM	 0	 0	CONS	CONS	108	1	 0		N	0	cdcodm			 METHOD OF	DEVELOPMENT	DEVELOPMENT	--	2	2	2	8	6	2	1	YYYYNY	0		gw_cons_##	dev_meth_cd	nwis	20-NOV-2018 20:48:05
cdcodm	A	Air lift	1	pumped with air lift	Y	C069	Method of development	11	21	CDCODM	 0	 0	CONS	CONS	108	1	 0		N	0	cdcodm			 METHOD OF	DEVELOPMENT	DEVELOPMENT	--	2	2	2	8	6	2	1	YYYYNY	0		gw_cons_##	dev_meth_cd	nwis	20-NOV-2018 20:48:05
						C070	Hours of development	11	12	CDCODV	 0	 0	CONS	CONS	109	3	 0	3333333332	N	0	cdcodv			 HOURS OF	DEVELOPMENT	DEVELOPMENT	--	2	2	2	0	6	2	1	YYYYNN	0		gw_cons_##	dev_du	nwis	20-NOV-2018 20:48:05
cdcost	Z	Other	7	Other method used for development of well.	Y	C071	Special treatment during development	11	21	CDCOST	 0	 0	CONS	CONS	112	1	 0		N	0	cdcost	  SPECIAL	  TREAT-	MENT DURING	DEVELOPMENT	DEVELOPMENT	--	2	2	2	7	6	2	1	YYYYNY	0		gw_cons_##	special_treat_cd	nwis	20-NOV-2018 20:48:05
cdcost	M	Mech.abrasion	6	Mechanical abrasion used for development of well.	Y	C071	Special treatment during development	11	21	CDCOST	 0	 0	CONS	CONS	112	1	 0		N	0	cdcost	  SPECIAL	  TREAT-	MENT DURING	DEVELOPMENT	DEVELOPMENT	--	2	2	2	7	6	2	1	YYYYNY	0		gw_cons_##	special_treat_cd	nwis	20-NOV-2018 20:48:05
cdcost	H	Hydrofracturing	5	Hydrofracturing method used for development.	Y	C071	Special treatment during development	11	21	CDCOST	 0	 0	CONS	CONS	112	1	 0		N	0	cdcost	  SPECIAL	  TREAT-	MENT DURING	DEVELOPMENT	DEVELOPMENT	--	2	2	2	7	6	2	1	YYYYNY	0		gw_cons_##	special_treat_cd	nwis	20-NOV-2018 20:48:05
cdcost	F	Deflocculent	4	Deflocculent used in well for development.	Y	C071	Special treatment during development	11	21	CDCOST	 0	 0	CONS	CONS	112	1	 0		N	0	cdcost	  SPECIAL	  TREAT-	MENT DURING	DEVELOPMENT	DEVELOPMENT	--	2	2	2	7	6	2	1	YYYYNY	0		gw_cons_##	special_treat_cd	nwis	20-NOV-2018 20:48:05
cdcost	E	Explosives	3	Explosives used in well for development.	Y	C071	Special treatment during development	11	21	CDCOST	 0	 0	CONS	CONS	112	1	 0		N	0	cdcost	  SPECIAL	  TREAT-	MENT DURING	DEVELOPMENT	DEVELOPMENT	--	2	2	2	7	6	2	1	YYYYNY	0		gw_cons_##	special_treat_cd	nwis	20-NOV-2018 20:48:05
cdcost	D	Dry ice	2	Dry ice used in well for development.	Y	C071	Special treatment during development	11	21	CDCOST	 0	 0	CONS	CONS	112	1	 0		N	0	cdcost	  SPECIAL	  TREAT-	MENT DURING	DEVELOPMENT	DEVELOPMENT	--	2	2	2	7	6	2	1	YYYYNY	0		gw_cons_##	special_treat_cd	nwis	20-NOV-2018 20:48:05
cdcost	C	Chemical	1	Chemical (acid, and so forth).	Y	C071	Special treatment during development	11	21	CDCOST	 0	 0	CONS	CONS	112	1	 0		N	0	cdcost	  SPECIAL	  TREAT-	MENT DURING	DEVELOPMENT	DEVELOPMENT	--	2	2	2	7	6	2	1	YYYYNY	0		gw_cons_##	special_treat_cd	nwis	20-NOV-2018 20:48:05
hdepth	99999999	Maximum+	2	 Depth	Y	C073	Depth to top of this interval	8	12	CDHTOP	 0.3048	 0	CONS	HOLE	80	8	 0	3333333332	Y	16	hdepth	  TOP	   OF	INTERVAL	 (FEET)	(METERS)	--	6	6	6	-3	6	2	2	YYYYYY	0		gw_hole_##	hole_top_va	nwis	20-NOV-2018 20:48:05
hdepth	-9999999	Minimum-	1	 Depth	Y	C073	Depth to top of this interval	8	12	CDHTOP	 0.3048	 0	CONS	HOLE	80	8	 0	3333333332	Y	16	hdepth	  TOP	   OF	INTERVAL	 (FEET)	(METERS)	--	6	6	6	-3	6	2	2	YYYYYY	0		gw_hole_##	hole_top_va	nwis	20-NOV-2018 20:48:05
hdepth	99999999	Maximum+	2	 Depth	Y	C074	Depth to bottom of this interval	8	12	CDHBOT	 0.3048	 0	CONS	HOLE	88	8	 0	3333333332	N	16	hdepth	 BOTTOM	   OF	INTERVAL	 (FEET)	(METERS)	--	6	2	6	-3	6	2	2	YYYYYY	0		gw_hole_##	hole_bottom_va	nwis	20-NOV-2018 20:48:05
hdepth	-9999999	Minimum-	1	 Depth	Y	C074	Depth to bottom of this interval	8	12	CDHBOT	 0.3048	 0	CONS	HOLE	88	8	 0	3333333332	N	16	hdepth	 BOTTOM	   OF	INTERVAL	 (FEET)	(METERS)	--	6	2	6	-3	6	2	2	YYYYYY	0		gw_hole_##	hole_bottom_va	nwis	20-NOV-2018 20:48:05
cdhdia	999.9	Maximum+	2	 Diameter	Y	C075	Diameter of this interval	8	12	CDHDIA	 2.540	 0	CONS	HOLE	96	5	 0	2333333332	N	0	cdhdia	DIAMETER	   OF	INTERVAL	  (IN)	  (CM)	--	2	2	2	-3	6	2	2	YYYYNY	0		gw_hole_##	hole_dia_va	nwis	20-NOV-2018 20:48:05
cdhdia	000.1	Minimum-	1	 Diameter	Y	C075	Diameter of this interval	8	12	CDHDIA	 2.540	 0	CONS	HOLE	96	5	 0	2333333332	N	0	cdhdia	DIAMETER	   OF	INTERVAL	  (IN)	  (CM)	--	2	2	2	-3	6	2	2	YYYYNY	0		gw_hole_##	hole_dia_va	nwis	20-NOV-2018 20:48:05
cdcstp	99999999	Maximum+	2	 Depth	Y	C077	Depth to top of this casing string	8	12	CDCSTP	 0.3048	 0	CONS	CSNG	80	8	 0	3333333332	Y	17	cdcstp	  TOP	   OF	 CASING	 (FEET)	(METERS)	--	6	6	6	-3	6	2	3	YYYYYY	0		gw_csng_##	csng_top_va	nwis	20-NOV-2018 20:48:05
cdcstp	-9999999	Minimum-	1	 Depth	Y	C077	Depth to top of this casing string	8	12	CDCSTP	 0.3048	 0	CONS	CSNG	80	8	 0	3333333332	Y	17	cdcstp	  TOP	   OF	 CASING	 (FEET)	(METERS)	--	6	6	6	-3	6	2	3	YYYYYY	0		gw_csng_##	csng_top_va	nwis	20-NOV-2018 20:48:05
hdepth	99999999	Maximum+	2	 Depth	Y	C078	Depth to bottom of this casing string	8	12	CDCSBT	 0.3048	 0	CONS	CSNG	88	8	 0	3333333332	N	17	hdepth	 BOTTOM	   OF	 CASING	 (FEET)	(METERS)	--	6	2	6	-3	6	2	3	YYYYYY	0		gw_csng_##	csng_bottom_va	nwis	20-NOV-2018 20:48:05
hdepth	-9999999	Minimum-	1	 Depth	Y	C078	Depth to bottom of this casing string	8	12	CDCSBT	 0.3048	 0	CONS	CSNG	88	8	 0	3333333332	N	17	hdepth	 BOTTOM	   OF	 CASING	 (FEET)	(METERS)	--	6	2	6	-3	6	2	3	YYYYYY	0		gw_csng_##	csng_bottom_va	nwis	20-NOV-2018 20:48:05
cdcsdi	999.9	Maximum+	2	 Diameter	Y	C079	Diameter of this casing string	8	12	CDCSDI	 2.540	 0	CONS	CSNG	96	5	 0	3333333332	N	0	cdcsdi	DIAMETER	   OF	 CASING	  (IN)	  (CM)	--	2	2	2	-3	6	2	3	YYYYNY	0		gw_csng_##	csng_dia_va	nwis	20-NOV-2018 20:48:05
cdcsdi	.001	Minimum-	1	 Diameter	Y	C079	Diameter of this casing string	8	12	CDCSDI	 2.540	 0	CONS	CSNG	96	5	 0	3333333332	N	0	cdcsdi	DIAMETER	   OF	 CASING	  (IN)	  (CM)	--	2	2	2	-3	6	2	3	YYYYNY	0		gw_csng_##	csng_dia_va	nwis	20-NOV-2018 20:48:05
cdcsmt	Z	Other material	25	Other material (explain in remarks).	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	Y	Steel Galv	24	Steel-galvanized.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	X	Steel Carbon	23	Steel-carbon.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	W	Wood	22	Wood casing	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	V	Stainless steel	21	Stainless steel.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	U	Coated steel	20	Coated steel pipe.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	T	Tile	19	Tile casing.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	S	Steel	18	Steel pipe.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	R	Rock or Stone	17	Rock or stone lining.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	Q	FEP	16	Fluorinated ethylene propylene.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	P	PVC or Plastic	15	PVC, fiberglass, other plastic.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	N	PVC glued	14	PVC, glued joints.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	M	Other metal	13	Other type of metal.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	L	Glass	12	Glass.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	K	PVC threaded	11	PVC, threaded joints.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	J	FGlass Epoxy	10	Fiberglass, reinforced epoxy.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	I	Wrought iron	9	Wrought iron pipe.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	H	FGlass Plastic	8	Fiberglass, reinforced plastic.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	G	Galvanized iron	7	Galvanized iron pipe.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	F	Fiberglass	6	Fiberglass (unspecified).	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
cdcsmt	E	PTFE	5	Polytetrafluoroethylene.	Y	C080	Casing material	8	22	CDCSMT	 0	 0	CONS	CSNG	101	1	 0		N	0	cdcsmt			 CASING	MATERIAL	MATERIAL	--	2	2	2	27	6	2	3	YYYYNY	0		gw_csng_##	csng_material_cd	nwis	20-NOV-2018 20:48:05
